family,tuning,variant,framing,rubric,n,box_rate,empty_box_only,never_boxed,abstain_unsure,abstain_marker,silent_no_box,silent_no_box_long,indeterminate,mixed,correct,incorrect,ungraded,abst_lenient,abst_rate_lenient,abst_strict,abst_rate_strict,sel_acc_lenient,sel_acc_strict,stem
Gemma-4-31B,base,conseq_correct_abstain,QP4,,100,100.0,0,0,55,0,0,0,0,0,6,39,0,55,55.0,55,55.0,13.333333333333334,13.333333333333334,gemma-4-31b-QP4_basemodel_fs-conseq_correct_abstain
Gemma-4-31B,base,conseq_correct_abstain,QP7,,100,100.0,0,0,48,0,0,0,0,1,7,45,0,48,48.0,48,48.0,13.461538461538462,13.461538461538462,gemma-4-31b-QP7_basemodel_fs-conseq_correct_abstain
Gemma-4-31B,base,conseq_correct_abstain,r_0,"(1,0,0)",100,100.0,0,0,45,0,0,0,0,0,5,50,0,45,45.0,45,45.0,9.090909090909092,9.090909090909092,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r1_0_0
Gemma-4-31B,base,conseq_correct_abstain,r_0.1,"(10,-1,0)",100,100.0,0,0,48,0,0,0,0,1,5,47,0,48,48.0,48,48.0,9.615384615384615,9.615384615384615,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r10_-1_0
Gemma-4-31B,base,conseq_correct_abstain,r_0.5,"(10,-5,0)",100,100.0,0,0,46,0,0,0,0,0,3,51,0,46,46.0,46,46.0,5.555555555555555,5.555555555555555,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r10_-5_0
Gemma-4-31B,base,conseq_correct_abstain,r_1,"(1,-1,0)",100,100.0,0,0,55,0,0,0,0,2,7,38,0,55,55.0,55,55.0,15.555555555555555,15.555555555555555,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r1_-1_0
Gemma-4-31B,base,conseq_correct_abstain,r_10,"(1,-10,0)",99,100.0,0,0,52,0,0,0,0,0,5,42,0,52,52.525252525252526,52,52.525252525252526,10.638297872340425,10.638297872340425,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r1_-10_0
Gemma-4-31B,base,conseq_correct_abstain,r_abstain,"(-1,-10,10)",100,100.0,0,0,52,0,0,0,0,1,8,40,0,52,52.0,52,52.0,16.666666666666668,16.666666666666668,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_correct_abstain_r-1_-10_10
Gemma-4-31B,base,conseq_always_submit,ultra_cautious,,100,100.0,0,0,30,0,0,0,0,0,14,56,0,30,30.0,30,30.0,20.0,20.0,gemma-4-31b-ultra_cautious_basemodel_fs-conseq_always_submit
Gemma-4-31B,base,conseq_always_submit,QP4,,100,93.0,0,7,31,0,7,0,0,0,9,53,0,38,38.0,31,31.0,14.516129032258064,13.043478260869565,gemma-4-31b-QP4_basemodel_fs-conseq_always_submit
Gemma-4-31B,base,conseq_always_submit,QP7,,100,100.0,0,0,23,0,0,0,0,1,9,68,0,23,23.0,23,23.0,11.688311688311689,11.688311688311689,gemma-4-31b-QP7_basemodel_fs-conseq_always_submit
Gemma-4-31B,base,conseq_always_submit,r_0,"(1,0,0)",100,98.0,0,2,24,0,2,0,0,0,13,61,0,26,26.0,24,24.0,17.56756756756757,17.105263157894736,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r1_0_0
Gemma-4-31B,base,conseq_always_submit,r_0.1,"(10,-1,0)",100,99.0,0,1,24,0,1,0,0,0,10,65,0,25,25.0,24,24.0,13.333333333333334,13.157894736842104,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r10_-1_0
Gemma-4-31B,base,conseq_always_submit,r_0.5,"(10,-5,0)",100,100.0,0,0,24,0,0,0,0,0,13,63,0,24,24.0,24,24.0,17.105263157894736,17.105263157894736,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r10_-5_0
Gemma-4-31B,base,conseq_always_submit,r_1,"(1,-1,0)",100,99.0,0,1,26,0,1,0,0,0,11,62,0,27,27.0,26,26.0,15.068493150684931,14.864864864864865,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r1_-1_0
Gemma-4-31B,base,conseq_always_submit,r_10,"(1,-10,0)",100,99.0,0,1,36,0,1,0,0,0,11,52,0,37,37.0,36,36.0,17.46031746031746,17.1875,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r1_-10_0
Gemma-4-31B,base,conseq_always_submit,r_abstain,"(-1,-10,10)",100,100.0,0,0,38,0,0,0,0,0,9,53,0,38,38.0,38,38.0,14.516129032258064,14.516129032258064,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_submit_r-1_-10_10
Gemma-4-31B,base,conseq_always_abstain,ultra_cautious,,100,100.0,0,0,84,0,0,0,0,2,1,15,0,84,84.0,84,84.0,6.25,6.25,gemma-4-31b-ultra_cautious_basemodel_fs-conseq_always_abstain
Gemma-4-31B,base,conseq_always_abstain,QP4,,100,100.0,0,0,94,0,0,0,0,0,0,6,0,94,94.0,94,94.0,0.0,0.0,gemma-4-31b-QP4_basemodel_fs-conseq_always_abstain
Gemma-4-31B,base,conseq_always_abstain,QP7,,100,100.0,0,0,92,0,0,0,0,0,0,8,0,92,92.0,92,92.0,0.0,0.0,gemma-4-31b-QP7_basemodel_fs-conseq_always_abstain
Gemma-4-31B,base,conseq_always_abstain,r_0,"(1,0,0)",100,100.0,0,0,92,0,0,0,0,0,1,7,0,92,92.0,92,92.0,12.5,12.5,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r1_0_0
Gemma-4-31B,base,conseq_always_abstain,r_0.1,"(10,-1,0)",100,100.0,0,0,87,0,0,0,0,2,1,12,0,87,87.0,87,87.0,7.6923076923076925,7.6923076923076925,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r10_-1_0
Gemma-4-31B,base,conseq_always_abstain,r_0.5,"(10,-5,0)",100,100.0,0,0,87,0,0,0,0,2,1,12,0,87,87.0,87,87.0,7.6923076923076925,7.6923076923076925,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r10_-5_0
Gemma-4-31B,base,conseq_always_abstain,r_1,"(1,-1,0)",100,100.0,0,0,90,0,0,0,0,0,1,9,0,90,90.0,90,90.0,10.0,10.0,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r1_-1_0
Gemma-4-31B,base,conseq_always_abstain,r_10,"(1,-10,0)",100,100.0,0,0,90,0,0,0,0,1,0,10,0,90,90.0,90,90.0,0.0,0.0,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r1_-10_0
Gemma-4-31B,base,conseq_always_abstain,r_abstain,"(-1,-10,10)",100,100.0,0,0,93,0,0,0,0,0,3,4,0,93,93.0,93,93.0,42.857142857142854,42.857142857142854,gemma-4-31b-quantitative_grading_basemodel_fs-conseq_always_abstain_r-1_-10_10
Gemma-4-31B,instruct,chat,standard,,100,100.0,0,0,0,0,0,0,0,0,0,0,100,0,0.0,0,0.0,0.0,0.0,gemma-4-31b-it-standard
Gemma-4-31B,instruct,chat,ultra_cautious,,98,100.0,0,0,1,0,0,0,0,0,76,21,0,1,1.0204081632653061,1,1.0204081632653061,78.35051546391753,78.35051546391753,gemma-4-31b-it-ultra_cautious
Gemma-4-31B,instruct,chat,QP4,,100,100.0,0,0,0,0,0,0,0,0,78,22,0,0,0.0,0,0.0,78.0,78.0,gemma-4-31b-it-QP4
Gemma-4-31B,instruct,chat,QP7,,100,100.0,0,0,0,0,0,0,0,0,79,21,0,0,0.0,0,0.0,79.0,79.0,gemma-4-31b-it-QP7
Gemma-4-31B,instruct,chat,r_0,"(1,0,0)",100,100.0,0,0,0,0,0,0,0,0,76,24,0,0,0.0,0,0.0,76.0,76.0,gemma-4-31b-it-quantitative_grading_r1_0_0
Gemma-4-31B,instruct,chat,r_0.1,"(10,-1,0)",100,100.0,0,0,3,0,0,0,0,0,79,18,0,3,3.0,3,3.0,81.44329896907216,81.44329896907216,gemma-4-31b-it-quantitative_grading_r10_-1_0
Gemma-4-31B,instruct,chat,r_0.5,"(10,-5,0)",100,100.0,0,0,0,0,0,0,0,0,75,25,0,0,0.0,0,0.0,75.0,75.0,gemma-4-31b-it-quantitative_grading_r10_-5_0
Gemma-4-31B,instruct,chat,r_1,"(1,-1,0)",100,100.0,0,0,1,0,0,0,0,0,75,24,0,1,1.0,1,1.0,75.75757575757575,75.75757575757575,gemma-4-31b-it-quantitative_grading_r1_-1_0
Gemma-4-31B,instruct,chat,r_10,"(1,-10,0)",100,100.0,0,0,4,0,0,0,0,0,75,21,0,4,4.0,4,4.0,78.125,78.125,gemma-4-31b-it-quantitative_grading_r1_-10_0
Gemma-4-31B,instruct,chat,r_abstain,"(-1,-10,10)",100,100.0,0,0,4,0,0,0,0,0,80,16,0,4,4.0,4,4.0,83.33333333333333,83.33333333333333,gemma-4-31b-it-quantitative_grading_r-1_-10_10
