model,model_display,setting,bin_type,bin_index,bin_label,n,abstentions,abstention_rate,ci_low,ci_high,confidence_mean,confidence_min,confidence_max
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,5,50–60%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.5919999999999999,0.5375,0.635
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,6,60–70%,9,0,0.0,0.0,0.2991450484195441,0.6697222222222222,0.64,0.7075
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,7,70–80%,11,1,0.09090909090909091,0.016232172885884855,0.37735843645159567,0.7672727272727272,0.725,0.8049999999999999
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,8,80–90%,10,0,0.0,0.0,0.2775327998628892,0.8295833333333335,0.8075,0.85
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,9,90–100%,10,0,0.0,0.0,0.2775327998628892,0.9265000000000001,0.86,0.99
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,0,0–10%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.146,0.09,0.215
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,1,10–20%,10,0,0.0,0.0,0.2775327998628892,0.26675000000000004,0.2175,0.31
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,2,20–30%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.3405,0.3125,0.3775
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,3,30–40%,10,0,0.0,0.0,0.2775327998628892,0.41425,0.3925,0.4375
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,4,40–50%,10,0,0.0,0.0,0.2775327998628892,0.47524999999999995,0.4425,0.5325
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,5,50–60%,10,0,0.0,0.0,0.2775327998628892,0.592,0.5375,0.635
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,6,60–70%,9,0,0.0,0.0,0.2991450484195441,0.6697222222222222,0.64,0.7075
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,7,70–80%,11,1,0.09090909090909091,0.016232172885884855,0.37735843645159567,0.7672727272727274,0.725,0.8049999999999999
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,8,80–90%,10,0,0.0,0.0,0.2775327998628892,0.8295833333333332,0.8075,0.85
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,9,90–100%,10,0,0.0,0.0,0.2775327998628892,0.9265000000000001,0.86,0.99
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,0,0–10%,40,4,0.1,0.03957952868260638,0.23051775227522298,0.146,0.09,0.215
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,1,10–20%,40,1,0.025,0.0044268315026814095,0.1288136896347409,0.26675,0.2175,0.31
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,2,20–30%,40,8,0.2,0.10499989725437704,0.347573063463995,0.3405,0.3125,0.3775
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,3,30–40%,40,1,0.025,0.0044268315026814095,0.1288136896347409,0.41425,0.3925,0.4375
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,4,40–50%,39,2,0.05128205128205128,0.014177955415274113,0.16885640047613612,0.47557692307692306,0.4425,0.5325
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,5,50–60%,40,1,0.025,0.0044268315026814095,0.1288136896347409,0.592,0.5375,0.635
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,6,60–70%,36,0,0.0,0.0,0.09641862859446367,0.6697222222222222,0.64,0.7075
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,7,70–80%,44,4,0.09090909090909091,0.03592219322731624,0.21159239166598612,0.7672727272727274,0.725,0.8049999999999999
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,8,80–90%,40,0,0.0,0.0,0.08762160119728664,0.8295833333333335,0.8075,0.85
gpt-5.4-nano,GPT-5.4 Nano,Pooled,percentile_bin,9,90–100%,40,0,0.0,0.0,0.08762160119728664,0.9264999999999999,0.86,0.99
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,0,0–10%,8,1,0.125,0.02241749145005667,0.4708881822128535,0.4920833333333333,0.25,0.73
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,1,10–20%,10,0,0.0,0.0,0.2775327998628892,0.78375,0.7374999999999999,0.925
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,2,20–30%,7,2,0.2857142857142857,0.08221892400405678,0.6410655481673808,0.9635714285714286,0.9375,0.985
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,3,30–40%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9877083333333335,0.9875,0.99
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,4,40–50%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9966666666666666,0.995,0.9975
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,5,50–60%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,6,60–70%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,7,70–80%,49,3,0.061224489795918366,0.02104014667296747,0.16520487835726402,1.0,1.0,1.0
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,8,80–90%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-25,percentile_bin,9,90–100%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,0,0–10%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.5282500000000001,0.25,0.73
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,1,10–20%,9,0,0.0,0.0,0.2991450484195441,0.7708333333333334,0.7374999999999999,0.925
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,2,20–30%,7,1,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.9635714285714286,0.9375,0.985
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,3,30–40%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9877083333333335,0.9875,0.99
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,4,40–50%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9966666666666667,0.995,0.9975
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,5,50–60%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,6,60–70%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,7,70–80%,49,1,0.02040816326530612,0.0036116725898252405,0.10693521523391616,1.0,1.0,1.0
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,8,80–90%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Quant-100,percentile_bin,9,90–100%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,0,0–10%,9,1,0.1111111111111111,0.019890887638544907,0.434999705576656,0.516574074074074,0.25,0.73
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,1,10–20%,10,0,0.0,0.0,0.2775327998628892,0.7837500000000001,0.7374999999999999,0.925
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,2,20–30%,7,1,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.9635714285714284,0.9375,0.985
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,3,30–40%,12,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.9877083333333335,0.9875,0.99
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,4,40–50%,12,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.9966666666666667,0.995,0.9975
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,5,50–60%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,6,60–70%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,7,70–80%,49,1,0.02040816326530612,0.0036116725898252405,0.10693521523391616,1.0,1.0,1.0
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,8,80–90%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP6,percentile_bin,9,90–100%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,0,0–10%,9,1,0.1111111111111111,0.019890887638544907,0.434999705576656,0.5077777777777778,0.25,0.73
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,1,10–20%,10,0,0.0,0.0,0.2775327998628892,0.7837500000000001,0.7374999999999999,0.925
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,2,20–30%,7,0,0.0,5.551115123125783e-17,0.35433043506668743,0.9635714285714286,0.9375,0.985
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,3,30–40%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9877083333333335,0.9875,0.99
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,4,40–50%,12,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.9966666666666667,0.995,0.9975
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,5,50–60%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,6,60–70%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,7,70–80%,49,3,0.061224489795918366,0.02104014667296747,0.16520487835726402,1.0,1.0,1.0
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,8,80–90%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,QP7,percentile_bin,9,90–100%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,0,0–10%,36,4,0.1111111111111111,0.04406640300315648,0.25314808590364857,0.5121759259259259,0.25,0.73
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,1,10–20%,39,0,0.0,0.0,0.08966685370757144,0.7807692307692308,0.7374999999999999,0.925
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,2,20–30%,28,4,0.14285714285714285,0.05699005319749392,0.31489802163525293,0.9635714285714286,0.9375,0.985
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,3,30–40%,48,1,0.020833333333333332,0.003687110977510649,0.10899217995251861,0.9877083333333333,0.9875,0.99
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,4,40–50%,48,2,0.041666666666666664,0.011501893489386586,0.13975655870455445,0.9966666666666667,0.995,0.9975
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,5,50–60%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,6,60–70%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,7,70–80%,196,8,0.04081632653061224,0.0208249653645253,0.07846103333555769,1.0,1.0,1.0
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,8,80–90%,0,0,,,,,,
qwen3.5-397b,Qwen3.5-397B,Pooled,percentile_bin,9,90–100%,0,0,,,,,,
