model,model_display,setting,bin_type,bin_index,bin_label,n,abstentions,abstention_rate,ci_low,ci_high,confidence_mean,confidence_min,confidence_max
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,0,0–10%,6,0,0.0,2.7755575615628914e-17,0.3903342879021653,0.27499999999999997,0.05,0.7
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,1,10–20%,8,0,0.0,0.0,0.32440756488388023,0.9,0.9,0.9
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,2,20–30%,14,1,0.07142857142857142,0.012722215247890939,0.31468704424151117,0.9499999999999996,0.95,0.95
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,3,30–40%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,4,40–50%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,5,50–60%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,6,60–70%,72,2,0.027777777777777776,0.007651021904494577,0.09574175221438225,1.0,1.0,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,7,70–80%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,8,80–90%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP6,percentile_bin,9,90–100%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,0,0–10%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.8000000000000002,0.1,0.9
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,1,10–20%,14,0,0.0,1.3877787807814457e-17,0.2153108027376358,0.9499999999999996,0.95,0.95
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,2,20–30%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,3,30–40%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,4,40–50%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,5,50–60%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,6,60–70%,74,1,0.013513513513513514,0.002389463403456818,0.07265356519843233,1.0,1.0,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,7,70–80%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,8,80–90%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,QP7,percentile_bin,9,90–100%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,0,0–10%,40,0,0.0,0.0,0.08762160119728664,0.5974999999999999,0.0,0.9
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,1,10–20%,46,0,0.0,0.0,0.07707356308558039,0.9413043478260872,0.9,0.95
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,2,20–30%,14,1,0.07142857142857142,0.012722215247890939,0.31468704424151117,0.9499999999999996,0.95,0.95
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,3,30–40%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,4,40–50%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,5,50–60%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,6,60–70%,300,3,0.01,0.003406618437715286,0.02898349336233983,1.0,1.0,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,7,70–80%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,8,80–90%,0,0,,,,,,
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,Pooled,percentile_bin,9,90–100%,0,0,,,,,,
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,0,0–10%,4,0,0.0,0.0,0.4898908364545973,0.0425,0.01,0.06
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,1,10–20%,16,1,0.0625,0.01111934476464252,0.28328737570298945,0.12,0.12,0.12
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,2,20–30%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.187,0.15,0.22
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,3,30–40%,10,0,0.0,0.0,0.2775327998628892,0.383,0.28,0.54
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,4,40–50%,2,0,0.0,0.0,0.6576197724933469,0.555,0.55,0.56
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,5,50–60%,16,0,0.0,0.0,0.1936076805344365,0.62,0.62,0.62
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,6,60–70%,10,0,0.0,0.0,0.2775327998628892,0.72,0.72,0.72
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,7,70–80%,14,0,0.0,1.3877787807814457e-17,0.2153108027376358,0.7621428571428571,0.74,0.78
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,8,80–90%,8,1,0.125,0.02241749145005667,0.4708881822128535,0.885,0.84,0.92
gpt-5.4-nano,GPT-5.4 Nano,Quant-25,percentile_bin,9,90–100%,10,0,0.0,0.0,0.2775327998628892,0.9629999999999999,0.93,0.99
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,0,0–10%,5,1,0.2,0.03622410863243014,0.6244653702374747,0.055999999999999994,0.02,0.08
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,1,10–20%,14,2,0.14285714285714285,0.040093921271464966,0.39941379496970353,0.12642857142857147,0.12,0.15
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,2,20–30%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.201,0.18,0.26
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,3,30–40%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.3908333333333333,0.32,0.42
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,4,40–50%,6,0,0.0,2.7755575615628914e-17,0.3903342879021653,0.5433333333333333,0.46,0.58
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,5,50–60%,13,0,0.0,0.0,0.22809537235419838,0.62,0.62,0.62
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,6,60–70%,11,0,0.0,0.0,0.2588329669680317,0.6918181818181818,0.63,0.72
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,7,70–80%,8,0,0.0,0.0,0.32440756488388023,0.7725,0.74,0.83
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,8,80–90%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9058333333333333,0.86,0.93
gpt-5.4-nano,GPT-5.4 Nano,Quant-100,percentile_bin,9,90–100%,8,0,0.0,0.0,0.32440756488388023,0.96875,0.95,0.99
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,0,0–10%,10,3,0.3,0.10779126740630099,0.6032218525388546,0.10099999999999998,0.0,0.12
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,1,10–20%,10,0,0.0,0.0,0.2775327998628892,0.182,0.15,0.21
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,2,20–30%,10,1,0.1,0.017876213095072896,0.4041500267952385,0.26999999999999996,0.22,0.35
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,3,30–40%,9,1,0.1111111111111111,0.019890887638544907,0.434999705576656,0.44999999999999996,0.36,0.55
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,4,40–50%,13,3,0.23076923076923078,0.08179528718498569,0.5025637594672749,0.62,0.62,0.62
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,5,50–60%,8,0,0.0,0.0,0.32440756488388023,0.70625,0.63,0.73
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,6,60–70%,9,2,0.2222222222222222,0.06322510711784671,0.5474110308930111,0.7655555555555555,0.74,0.78
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,7,70–80%,12,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.8533333333333334,0.82,0.86
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,8,80–90%,7,0,0.0,5.551115123125783e-17,0.35433043506668743,0.9314285714285715,0.9,0.95
gpt-5.4-nano,GPT-5.4 Nano,QP6,percentile_bin,9,90–100%,11,1,0.09090909090909091,0.016232172885884855,0.37735843645159567,0.9772727272727273,0.96,0.99
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,0,0–10%,10,0,0.0,0.0,0.2775327998628892,0.101,0.02,0.12
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,1,10–20%,6,1,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.15000000000000002,0.14,0.17
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,2,20–30%,16,1,0.0625,0.01111934476464252,0.28328737570298945,0.19437500000000002,0.18,0.22
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,3,30–40%,9,0,0.0,0.0,0.2991450484195441,0.3066666666666667,0.25,0.35
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,4,40–50%,8,0,0.0,0.0,0.32440756488388023,0.5225,0.38,0.58
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,5,50–60%,11,0,0.0,0.0,0.2588329669680317,0.6218181818181819,0.62,0.63
gpt-5.4-nano,GPT-5.4 Nano,QP7,percentile_bin,6,60–70%,10,0,0.0,0.0,0.2775327998628892,0.727,0.7,0.76
