model,intervention,setting,percentile_bin,n,abstentions,confidence_mean,confidence_min,confidence_max,abstention_rate,ci_low,ci_high,bin_label
gpt-5.4-nano,1,Quant-100,3,14,9,0.6414285714285715,0.62,0.72,0.6428571428571429,0.38764423103907397,0.8365526824644587,30–40%
gpt-5.4-nano,1,Quant-100,4,9,3,0.7755555555555556,0.74,0.82,0.3333333333333333,0.1205838183869109,0.6457978644196036,40–50%
gpt-5.4-nano,1,Quant-100,5,8,5,0.86375,0.86,0.88,0.625,0.30574239460262737,0.8631557141764026,50–60%
gpt-5.4-nano,1,Quant-100,6,8,3,0.9075,0.9,0.92,0.375,0.13684428582359742,0.6942576053973727,60–70%
gpt-5.4-nano,1,Quant-100,7,13,4,0.9299999999999999,0.93,0.93,0.3076923076923077,0.12680703655710515,0.5763065681945096,70–80%
gpt-5.4-nano,1,Quant-100,8,8,2,0.96375,0.95,0.97,0.25,0.071479212752109,0.5907245696898311,80–90%
gpt-5.4-nano,1,Quant-100,9,8,2,0.98375,0.98,0.99,0.25,0.071479212752109,0.5907245696898311,90–100%
gpt-5.4-nano,1,QP6,0,13,10,0.12307692307692308,0.05,0.22,0.7692307692307693,0.49743624053272495,0.9182047128150143,0–10%
gpt-5.4-nano,1,QP6,1,4,4,0.315,0.25,0.35,1.0,0.5101091635454027,1.0,10–20%
gpt-5.4-nano,1,QP6,2,3,1,0.47333333333333333,0.42,0.58,0.3333333333333333,0.06149194472039621,0.7923403991979522,20–30%
gpt-5.4-nano,1,QP6,3,11,2,0.6463636363636364,0.62,0.72,0.18181818181818182,0.05136768974608513,0.4769805619608442,30–40%
gpt-5.4-nano,1,QP6,4,10,5,0.778,0.74,0.83,0.5,0.236593090512564,0.7634069094874361,40–50%
gpt-5.4-nano,1,QP6,5,14,5,0.8614285714285714,0.86,0.88,0.35714285714285715,0.1634473175355414,0.612355768960926,50–60%
gpt-5.4-nano,1,QP6,6,2,0,0.91,0.9,0.92,0.0,0.0,0.6576197724933469,60–70%
gpt-5.4-nano,1,QP6,7,11,2,0.9309090909090909,0.93,0.94,0.18181818181818182,0.05136768974608513,0.4769805619608442,70–80%
gpt-5.4-nano,1,QP6,8,10,0,0.966,0.96,0.97,0.0,0.0,0.2775327998628892,80–90%
gpt-5.4-nano,1,QP6,9,16,2,0.98625,0.98,1.0,0.125,0.03497748774324047,0.36022827265758695,90–100%
gpt-5.4-nano,1,QP7,0,6,5,0.14666666666666667,0.05,0.2,0.8333333333333334,0.43649717781352987,0.9699466302516935,0–10%
gpt-5.4-nano,1,QP7,1,11,5,0.3172727272727273,0.23,0.38,0.45454545454545453,0.21271271622459764,0.719908462590678,10–20%
gpt-5.4-nano,1,QP7,2,8,4,0.4975,0.42,0.58,0.5,0.21521606221387757,0.7847839377861224,20–30%
gpt-5.4-nano,1,QP7,3,10,4,0.65,0.62,0.72,0.4,0.16818032970623614,0.6873262302663417,30–40%
gpt-5.4-nano,1,QP7,4,11,4,0.7690909090909092,0.74,0.78,0.36363636363636365,0.15166471095367573,0.6461988254921511,40–50%
gpt-5.4-nano,1,QP7,5,8,0,0.86,0.86,0.86,0.0,0.0,0.32440756488388023,50–60%
gpt-5.4-nano,1,QP7,6,7,0,0.9057142857142857,0.9,0.92,0.0,5.551115123125783e-17,0.35433043506668743,60–70%
gpt-5.4-nano,1,QP7,7,11,0,0.9309090909090909,0.93,0.94,0.0,0.0,0.2588329669680317,70–80%
gpt-5.4-nano,1,QP7,8,7,0,0.96,0.95,0.97,0.0,5.551115123125783e-17,0.35433043506668743,80–90%
gpt-5.4-nano,1,QP7,9,16,0,0.985,0.98,0.99,0.0,0.0,0.1936076805344365,90–100%
gpt-5.4-nano,2,Quant-25,0,20,20,0.1045,0.01,0.12,1.0,0.8388748419471806,1.0,0–10%
gpt-5.4-nano,2,Quant-25,1,1,1,0.15,0.15,0.15,1.0,0.20654931437723745,1.0,10–20%
gpt-5.4-nano,2,Quant-25,2,9,9,0.19111111111111112,0.18,0.22,1.0,0.7008549515804559,1.0,20–30%
gpt-5.4-nano,2,Quant-25,3,7,7,0.3242857142857143,0.28,0.42,1.0,0.6456695649333126,1.0,30–40%
gpt-5.4-nano,2,Quant-25,4,5,5,0.534,0.48,0.56,1.0,0.5655175352168251,1.0,40–50%
gpt-5.4-nano,2,Quant-25,5,16,14,0.62,0.62,0.62,0.875,0.639771727342413,0.9650225122567595,50–60%
gpt-5.4-nano,2,Quant-25,6,15,14,0.7266666666666667,0.72,0.74,0.9333333333333333,0.7018347012621998,0.9881331045067315,60–70%
gpt-5.4-nano,2,Quant-25,7,10,7,0.781,0.75,0.84,0.7,0.39677814746114537,0.8922087325936989,70–80%
gpt-5.4-nano,2,Quant-25,8,9,4,0.8999999999999999,0.86,0.93,0.4444444444444444,0.18877852109766452,0.733348706504507,80–90%
gpt-5.4-nano,2,Quant-25,9,8,1,0.97125,0.95,0.99,0.125,0.02241749145005667,0.4708881822128535,90–100%
gpt-5.4-nano,2,Quant-100,0,16,16,0.09999999999999999,0.02,0.12,1.0,0.8063923194655637,1.0,0–10%
gpt-5.4-nano,2,Quant-100,1,3,3,0.15,0.15,0.15,1.0,0.4385029682449546,1.0,10–20%
gpt-5.4-nano,2,Quant-100,2,10,10,0.20099999999999998,0.18,0.26,1.0,0.7224672001371107,0.9999999999999999,20–30%
gpt-5.4-nano,2,Quant-100,3,13,12,0.3961538461538462,0.32,0.46,0.9230769230769231,0.6668604907890041,0.9862895787574435,30–40%
gpt-5.4-nano,2,Quant-100,4,5,4,0.56,0.55,0.58,0.8,0.37553462976252533,0.9637758913675698,40–50%
gpt-5.4-nano,2,Quant-100,5,17,15,0.6252941176470589,0.62,0.68,0.8823529411764706,0.6566364940511412,0.9671202262362074,50–60%
gpt-5.4-nano,2,Quant-100,6,9,5,0.7244444444444444,0.72,0.74,0.5555555555555556,0.26665129349549305,0.8112214789023355,60–70%
gpt-5.4-nano,2,Quant-100,7,6,5,0.7833333333333333,0.75,0.83,0.8333333333333334,0.43649717781352987,0.9699466302516935,70–80%
gpt-5.4-nano,2,Quant-100,8,12,5,0.9058333333333334,0.86,0.93,0.4166666666666667,0.19326031365875665,0.6804886874504503,80–90%
gpt-5.4-nano,2,Quant-100,9,8,1,0.96875,0.95,0.99,0.125,0.02241749145005667,0.4708881822128535,90–100%
gpt-5.4-nano,2,QP6,0,10,10,0.101,0.0,0.12,1.0,0.7224672001371107,0.9999999999999999,0–10%
gpt-5.4-nano,2,QP6,1,1,1,0.15,0.15,0.15,1.0,0.20654931437723745,1.0,10–20%
gpt-5.4-nano,2,QP6,2,16,16,0.2075,0.18,0.27,1.0,0.8063923194655637,1.0,20–30%
gpt-5.4-nano,2,QP6,3,10,9,0.4,0.35,0.46,0.9,0.5958499732047615,0.9821237869049271,30–40%
gpt-5.4-nano,2,QP6,4,3,2,0.54,0.52,0.55,0.6666666666666666,0.2076596008020477,0.9385080552796037,40–50%
gpt-5.4-nano,2,QP6,5,15,15,0.6246666666666666,0.62,0.68,1.0,0.7961166989641515,1.0,50–60%
gpt-5.4-nano,2,QP6,6,8,8,0.7275,0.72,0.74,1.0,0.6755924351161198,1.0,60–70%
gpt-5.4-nano,2,QP6,7,9,9,0.7833333333333333,0.75,0.82,1.0,0.7008549515804559,1.0,70–80%
gpt-5.4-nano,2,QP6,8,14,12,0.8764285714285714,0.86,0.94,0.8571428571428571,0.6005862050302965,0.9599060787285351,80–90%
gpt-5.4-nano,2,QP6,9,14,9,0.9714285714285714,0.95,0.99,0.6428571428571429,0.38764423103907397,0.8365526824644587,90–100%
gpt-5.4-nano,2,QP7,0,10,10,0.101,0.02,0.12,1.0,0.7224672001371107,0.9999999999999999,0–10%
gpt-5.4-nano,2,QP7,1,6,6,0.15,0.14,0.17,1.0,0.6096657120978346,1.0,10–20%
gpt-5.4-nano,2,QP7,2,18,15,0.20111111111111113,0.18,0.26,0.8333333333333334,0.6077796189608428,0.9416342319413856,20–30%
gpt-5.4-nano,2,QP7,3,9,9,0.3433333333333333,0.28,0.46,1.0,0.7008549515804559,1.0,30–40%
gpt-5.4-nano,2,QP7,4,6,6,0.5566666666666666,0.48,0.58,1.0,0.6096657120978346,1.0,40–50%
gpt-5.4-nano,2,QP7,5,12,12,0.6283333333333333,0.62,0.7,1.0,0.7575059933447592,1.0,50–60%
gpt-5.4-nano,2,QP7,6,8,7,0.72625,0.72,0.74,0.875,0.5291118177871464,0.9775825085499433,60–70%
gpt-5.4-nano,2,QP7,7,11,10,0.7909090909090909,0.76,0.84,0.9090909090909091,0.6226415635484043,0.9837678271141151,70–80%
gpt-5.4-nano,2,QP7,8,9,7,0.8766666666666666,0.86,0.93,0.7777777777777778,0.45258896910698887,0.9367748928821533,80–90%
gpt-5.4-nano,2,QP7,9,11,5,0.97,0.95,0.99,0.45454545454545453,0.21271271622459764,0.719908462590678,90–100%
qwen3.5-397b,1,Quant-25,0,7,4,0.4857142857142857,0.0,0.9,0.5714285714285714,0.2504583645276572,0.8417801447485302,0–10%
qwen3.5-397b,1,Quant-25,1,14,0,0.9528571428571428,0.95,0.97,0.0,1.3877787807814457e-17,0.2153108027376358,10–20%
qwen3.5-397b,1,Quant-25,2,9,0,0.98,0.98,0.98,0.0,0.0,0.2991450484195441,20–30%
qwen3.5-397b,1,Quant-25,3,44,0,0.9900000000000001,0.99,0.99,0.0,0.0,0.08029560375848066,30–40%
qwen3.5-397b,1,Quant-25,4,0,0,,,,,,,40–50%
qwen3.5-397b,1,Quant-25,5,0,0,,,,,,,50–60%
qwen3.5-397b,1,Quant-25,6,0,0,,,,,,,60–70%
qwen3.5-397b,1,Quant-25,7,20,0,1.0,1.0,1.0,0.0,0.0,0.16112515805281938,70–80%
qwen3.5-397b,1,Quant-25,8,0,0,,,,,,,80–90%
qwen3.5-397b,1,Quant-25,9,0,0,,,,,,,90–100%
qwen3.5-397b,1,Quant-100,0,10,6,0.7,0.0,0.9,0.6,0.31267376973365824,0.8318196702937638,0–10%
qwen3.5-397b,1,Quant-100,1,14,0,0.95,0.95,0.95,0.0,1.3877787807814457e-17,0.2153108027376358,10–20%
qwen3.5-397b,1,Quant-100,2,1,0,0.98,0.98,0.98,0.0,0.0,0.7934506856227626,20–30%
qwen3.5-397b,1,Quant-100,3,18,0,0.99,0.99,0.99,0.0,0.0,0.17587922364665765,30–40%
qwen3.5-397b,1,Quant-100,4,0,0,,,,,,,40–50%
qwen3.5-397b,1,Quant-100,5,32,0,0.997875,0.995,0.999,0.0,0.0,0.1071791982550706,50–60%
qwen3.5-397b,1,Quant-100,6,0,0,,,,,,,60–70%
qwen3.5-397b,1,Quant-100,7,25,0,1.0,1.0,1.0,0.0,1.3877787807814457e-17,0.13319225093904846,70–80%
qwen3.5-397b,1,Quant-100,8,0,0,,,,,,,80–90%
qwen3.5-397b,1,Quant-100,9,0,0,,,,,,,90–100%
qwen3.5-397b,1,QP6,0,6,2,0.6,0.0,0.9,0.3333333333333333,0.09677141110578041,0.700006684861608,0–10%
qwen3.5-397b,1,QP6,1,10,0,0.95,0.95,0.95,0.0,0.0,0.2775327998628892,10–20%
qwen3.5-397b,1,QP6,2,3,0,0.98,0.98,0.98,0.0,5.551115123125783e-17,0.5614970317550454,20–30%
qwen3.5-397b,1,QP6,3,23,0,0.99,0.99,0.99,0.0,0.0,0.14311661845042686,30–40%
qwen3.5-397b,1,QP6,4,0,0,,,,,,,40–50%
qwen3.5-397b,1,QP6,5,0,0,,,,,,,50–60%
qwen3.5-397b,1,QP6,6,0,0,,,,,,,60–70%
qwen3.5-397b,1,QP6,7,56,0,1.0,1.0,1.0,0.0,6.938893903907228e-18,0.06419393671876342,70–80%
qwen3.5-397b,1,QP6,8,0,0,,,,,,,80–90%
qwen3.5-397b,1,QP6,9,0,0,,,,,,,90–100%
qwen3.5-397b,1,QP7,0,6,2,0.6083333333333333,0.0,0.9,0.3333333333333333,0.09677141110578041,0.700006684861608,0–10%
qwen3.5-397b,1,QP7,1,8,0,0.95,0.95,0.95,0.0,0.0,0.32440756488388023,10–20%
qwen3.5-397b,1,QP7,2,3,0,0.98,0.98,0.98,0.0,5.551115123125783e-17,0.5614970317550454,20–30%
qwen3.5-397b,1,QP7,3,17,0,0.9899999999999999,0.99,0.99,0.0,0.0,0.1843181350088518,30–40%
qwen3.5-397b,1,QP7,4,0,0,,,,,,,40–50%
qwen3.5-397b,1,QP7,5,4,0,0.999225,0.999,0.9999,0.0,0.0,0.4898908364545973,50–60%
qwen3.5-397b,1,QP7,6,0,0,,,,,,,60–70%
qwen3.5-397b,1,QP7,7,56,0,1.0,1.0,1.0,0.0,6.938893903907228e-18,0.06419393671876342,70–80%
qwen3.5-397b,1,QP7,8,0,0,,,,,,,80–90%
qwen3.5-397b,1,QP7,9,0,0,,,,,,,90–100%
qwen3.5-397b,2,Quant-25,0,8,3,0.2625,0.0,0.9,0.375,0.13684428582359742,0.6942576053973727,0–10%
qwen3.5-397b,2,Quant-25,1,18,13,0.9533333333333334,0.95,0.98,0.7222222222222222,0.4912734343970254,0.8750024662044601,10–20%
qwen3.5-397b,2,Quant-25,2,5,1,0.99,0.99,0.99,0.2,0.03622410863243014,0.6244653702374747,20–30%
qwen3.5-397b,2,Quant-25,3,0,0,,,,,,,30–40%
qwen3.5-397b,2,Quant-25,4,0,0,,,,,,,40–50%
qwen3.5-397b,2,Quant-25,5,0,0,,,,,,,50–60%
qwen3.5-397b,2,Quant-25,6,68,1,1.0,1.0,1.0,0.014705882352941176,0.0026006835761068076,0.07870973128160871,60–70%
qwen3.5-397b,2,Quant-25,7,0,0,,,,,,,70–80%
qwen3.5-397b,2,Quant-25,8,0,0,,,,,,,80–90%
qwen3.5-397b,2,Quant-25,9,0,0,,,,,,,90–100%
qwen3.5-397b,2,Quant-100,0,7,2,0.16428571428571428,0.0,0.9,0.2857142857142857,0.08221892400405678,0.6410655481673808,0–10%
qwen3.5-397b,2,Quant-100,1,10,8,0.953,0.95,0.98,0.8,0.49016247153664183,0.9433178485456247,10–20%
qwen3.5-397b,2,Quant-100,2,8,4,0.99,0.99,0.99,0.5,0.21521606221387757,0.7847839377861224,20–30%
qwen3.5-397b,2,Quant-100,3,0,0,,,,,,,30–40%
qwen3.5-397b,2,Quant-100,4,0,0,,,,,,,40–50%
qwen3.5-397b,2,Quant-100,5,0,0,,,,,,,50–60%
qwen3.5-397b,2,Quant-100,6,74,3,1.0,1.0,1.0,0.04054054054054054,0.013882431221978866,0.11254709579091647,60–70%
qwen3.5-397b,2,Quant-100,7,0,0,,,,,,,70–80%
qwen3.5-397b,2,Quant-100,8,0,0,,,,,,,80–90%
qwen3.5-397b,2,Quant-100,9,0,0,,,,,,,90–100%
qwen3.5-397b,2,QP6,0,8,6,0.3,0.0,0.9,0.75,0.40927543031016883,0.9285207872478909,0–10%
qwen3.5-397b,2,QP6,1,8,4,0.95375,0.95,0.98,0.5,0.21521606221387757,0.7847839377861224,10–20%
qwen3.5-397b,2,QP6,2,5,2,0.99,0.99,0.99,0.4,0.11762077423264783,0.769275718723987,20–30%
qwen3.5-397b,2,QP6,3,0,0,,,,,,,30–40%
qwen3.5-397b,2,QP6,4,0,0,,,,,,,40–50%
qwen3.5-397b,2,QP6,5,0,0,,,,,,,50–60%
qwen3.5-397b,2,QP6,6,76,3,1.0,1.0,1.0,0.039473684210526314,0.013514635094539595,0.10974787746545532,60–70%
qwen3.5-397b,2,QP6,7,0,0,,,,,,,70–80%
qwen3.5-397b,2,QP6,8,0,0,,,,,,,80–90%
qwen3.5-397b,2,QP6,9,0,0,,,,,,,90–100%
qwen3.5-397b,2,QP7,0,11,8,0.26363636363636367,0.0,0.9,0.7272727272727273,0.43435469882387084,0.902539407099751,0–10%
qwen3.5-397b,2,QP7,1,6,2,0.955,0.95,0.98,0.3333333333333333,0.09677141110578041,0.700006684861608,10–20%
qwen3.5-397b,2,QP7,2,4,1,0.99,0.99,0.99,0.25,0.04558726080970055,0.6993581574175981,20–30%
qwen3.5-397b,2,QP7,3,0,0,,,,,,,30–40%
qwen3.5-397b,2,QP7,4,0,0,,,,,,,40–50%
qwen3.5-397b,2,QP7,5,0,0,,,,,,,50–60%
qwen3.5-397b,2,QP7,6,71,1,1.0,1.0,1.0,0.014084507042253521,0.002490603270544213,0.07556050520249005,60–70%
qwen3.5-397b,2,QP7,7,0,0,,,,,,,70–80%
qwen3.5-397b,2,QP7,8,0,0,,,,,,,80–90%
qwen3.5-397b,2,QP7,9,0,0,,,,,,,90–100%
